id,word,class,level,past,past_participle,plural,sfi_rank,meaning_ko,meaning_ja,ex_biz,ex_biz_ko,ex_biz_ja,ex_daily,ex_daily_ko,ex_daily_ja
ox_02468,head,verb,b1,,,,259,"이끌다, 향하다",率いる、向かう,He will [head] the new team.,그가 새로운 팀을 이끌(책임질) 것입니다.,彼が新しいチームを率います。,Where are you [heading]?,어디 가는 길이야?,どこへ向かっているの？
ox_02469,headache,noun,a2,,,,91424,두통,頭痛,Work stress caused a [headache].,업무 스트레스가 두통을 유발했습니다.,仕事のストレスで頭痛がしました。,I have a bad [headache].,나 머리가 너무 아파.,ひどい頭痛がします。
ox_02470,headline,noun,b1,,,,91248,"표제, 뉴스 제목",見出し,Check the business [headline].,비즈니스 뉴스 제목을 확인하세요.,ビジネスの見出しをチェックしなさい。,She read the [headline].,그녀가 뉴스 제목을 읽었어.,彼女が見出しを読みました。
ox_02471,headquarters,noun,b2,,,,90456,"본부, 본사",本部、本社,The company's [headquarters] is in Tokyo.,회사의 본사는 도쿄에 있습니다.,会社の総本部は東京にあります。,He works at the [headquarters].,그는 본사에서 일해.,彼は本部で働いています。
ox_02472,heal,verb,b2,,,,90993,"치유되다, 낫게 하다",治る、癒やす,The wound will take time to [heal].,상처가 낫는 데 시간이 걸릴 것입니다.,傷が治るには時間がかかります。,Time [heals] all wounds.,시간이 모든 상처를 치유해 줄 거야.,時がすべての傷を癒してくれます。
ox_02473,health,noun,a1,,,,475,건강,健康,[Health] comes first.,건강이 최우선입니다.,健康が第一です。,Eat for your [health].,건강을 위해 먹어.,健康のために食べて。
ox_02474,healthcare,noun,b2,,,,90325,"의료 서비스, 보건",医療、ヘルスケア,The government is improving [healthcare] services.,정부가 의료 서비스를 개선하고 있습니다.,政府は医療サービスを改善しています。,He works in the [healthcare] industry.,그는 보건 의료 산업계에서 일해.,彼はヘルスケア業界で働いています。
ox_02475,healthy,adjective,a1,,,,1362,건강한,健康な,We need [healthy] workers.,우리에게는 건강한 직원들이 필요합니다.,私たちには健康な従業員が必要です。,Eat [healthy] food.,건강한 음식을 먹어.,健康的な食べ物を食べなさい。
ox_02476,hear,verb,a1,heard,heard,,178,"듣다, 들리다",聞く、聞こえる,Did you [hear] the news?,소식 들었습니까?,そのニュースを聞きましたか？,I can [hear] the music.,음악 소리가 들려.,音楽が聞こえます。
ox_02477,hearing,noun,b2,,,,90162,"청문회, 공청회, 청력",公聴会、聴力,The [hearing] about the new project starts tomorrow.,새 프로젝트에 관한 공청회가 내일 시작됩니다.,新しいプロジェクトに関する公聴会が明日始まります。,He has a [hearing] problem.,그는 청각(청력)에 문제가 있어.,彼は耳に問題があります。
ox_02478,heart,noun,a2,,,,622,"심장, 중심",心臓、中心,The [heart] of the city.,도시의 중심부.,街の中心。,My [heart] is fast.,심장이 빨리 뛰어.,心臓がドキドキしています。
ox_02479,heat,noun,a2,,,,1141,"열, 열기",熱、熱気,Check the [heat] in the building.,건물 내의 열기(온도)를 확인하세요.,ビル内の熱を確認してください。,I can't stand the [heat].,더위를 못 참겠어.,暑さに耐えられません。
ox_02480,heat,verb,a2,,,,1141,"가열하다, 데우다",加熱する、温める,[Heat] the office now.,사무실을 난방하세요(데우세요).,オフィスを暖めてください。,"[Heat] the soup, please.",수프 좀 데워줘.,スープを温めてください。
ox_02481,heating,noun,b1,,,,90819,난방,暖房,The office has good [heating].,사무실 난방 시설이 좋습니다.,オフィスは暖房がよく効いています。,Turn on the [heating].,난방 좀 켜라.,暖房をつけなさい。
ox_02482,heaven,noun,b2,,,,90255,천국,天国,I hope she is in [heaven] now.,그녀가 지금 천국에 있기를 바랍니다.,彼女が今天国にいることを願っています。,This place is like [heaven].,이곳은 천국 같아.,ここは天国のようです。
ox_02483,heavily,adverb,b1,,,,2119,"몹시, 심하게",非常に,Costs are [heavily] rising.,비용이 심하게 오르고 있습니다.,コストが激増しています。,It rained [heavily].,비가 심하게 왔어.,ひどい雨でした。
ox_02484,heavy,adjective,a2,,,,1052,"무거운, 심한",重い、激しい,The box is [heavy].,상자가 무겁습니다.,箱は重いです。,There is [heavy] rain today.,오늘 비가 많이 와(심하게 와).,今日は激しい雨が降っています。
ox_02485,heel,noun,b2,,,,91735,뒤꿈치,かかと、ヒール,The [heel] of my shoe is broken.,내 구두 굽(뒤꿈치)이 부러졌습니다.,靴のかかとが壊れています。,I have a pain in my [heel].,뒤꿈치가 아파.,かかとが痛いです。
ox_02486,height,noun,a2,,,,2150,"높이, 키",高さ、身長,What is the [height] of the building?,건물의 높이가 얼마입니까?,建物の高さはどのくらいですか？,He is about my [height].,나랑 키가 비슷해.,彼は私と同じくらいの背丈です。
ox_02487,heighten,verb,c1,,,,92301,"높이다, 고조시키다",高める、高まる,The news [heightened] the tension in the room.,그 소식은 방 안의 긴장감을 고조시켰습니다.,そのニュースが部屋の緊張を高めました。,The crisis [heightened] our awareness of safety.,위기가 우리의 안전 인식을 높였어.,危機が私たちの安全意識を高めました。
ox_02488,helicopter,noun,b1,,,,90961,헬리콥터,ヘリコプター,The boss came by [helicopter].,상사가 헬리콥터를 타고 왔습니다.,ボスはヘリコプターで来ました。,I saw a [helicopter].,헬리콥터를 봤어.,ヘリコプターを見ました。
ox_02489,hell,noun,b2,,,,1743,지옥,地獄,The war was like [hell] for the soldiers.,군인들에게 그 전쟁은 지옥 같았습니다.,兵士たちにとって、その戦争は地獄のようでした。,Go to [hell]!,지옥에나 가 버려(꺼져 버려)!,地獄へ落ちろ！
ox_02490,hello,exclamation,a1,,,,2803,"안녕하세요, 여보세요",こんにちは、もしもし,"[Hello], Mr. Smith.","안녕하세요, 스미스 씨.",こんにちは、スミスさん。,I said [hello] to our new neighbor.,나는 새 이웃에게 인사했어.,私は新しい隣人にあいさつした。
ox_02491,hello,noun,a1,,,,2803,인사,挨拶,Say [hello] to the team.,팀원들에게 인사하세요.,チームに挨拶してください。,He said [hello].,그가 인사했어.,彼は挨拶しました。
ox_02492,helmet,noun,b2,,,,91287,"헬멧, 안전모",ヘルメット,You must wear a [helmet] while riding a bike.,자전거를 탈 때는 반드시 헬멧을 써야 합니다.,自転車に乗るときはヘルメットを着用しなければなりません。,Is this [helmet] yours?,이 헬멧 네 거니?,このヘルメットはあなたのですか？
ox_02493,help,noun,a1,,,,133,도움,助け,Thank you for your [help].,도와주셔서 감사합니다.,助けてくれてありがとうございます。,I need some [help].,도움이 좀 필요해.,助けが必要です。
ox_02494,help,verb,a1,,,,133,돕다,助ける,[Help] him with the work.,그의 업무를 도와주세요.,彼の仕事を手伝ってください。,Can you [help] me?,나 좀 도와줄래?,私を手伝ってくれますか？
ox_02495,helpful,adjective,a2,,,,1713,도움이 되는,役立つ,The report was very [helpful].,보고서는 매우 도움이 되었습니다.,その報告書はとても役に立ちました。,She is very [helpful].,정말 남을 잘 도와줘.,彼女はとても親切（役に立つ）です。
ox_02496,hence,adverb,b2,,,,2094,"따라서, 그러므로",それゆえに、したがって,"The results were poor; [hence], the decision to cancel.",결과가 좋지 않았습니다. 따라서 취소하기로 결정했습니다.,結果が芳しくなかったため、中止という決定に至りました。,"Two years [hence], we will move.",지금부터 2년 뒤에 우리는 이사할 거야.,2年後、私たちは引っ越します。
ox_02497,her,determiner,a1,,,,90008,그녀의,彼女の,This is [her] report.,이것은 그녀의 보고서입니다.,これは彼女の報告書です。,Is this [her] bag?,이거 그녀의 가방이니?,これは彼女のバッグですか？
ox_02498,her,pronoun,a1,,,,90009,"그녀를, 그녀에게",彼女を、彼女に,Tell [her] about the plan.,그녀에게 계획에 대해 말하세요.,彼女に計画について話してください。,I like [her].,난 그녀가 좋아.,私は彼女が好きです。
ox_02499,herb,noun,b2,,,,91867,"허브, 약초",ハーブ、薬草,Add some fresh [herbs] to the soup.,수프에 신선한 허브를 좀 넣으세요.,スープに新鮮なハーブを少し入れてください。,She grows [herbs] in her garden.,그녀는 정원에서 허브를 재배해.,彼女は庭でハーブを育てています。
ox_02500,here,adverb,a1,,,,98,여기에,ここに,Sign your name [here].,여기에 서명하세요.,ここに名前を書いてください。,"Come [here], please.",이리로 오세요.,ここに来てください。
ox_02501,heritage,noun,c1,,,,90457,"유산, 전통",遺産、伝統,We must protect our cultural [heritage].,우리는 문화유산을 보호해야 합니다.,私たちは文化遺産を保護しなければなりません。,The city is rich in [heritage].,그 도시는 전통(유산)이 풍부해.,その都市は伝統に富んでいます。
ox_02502,hero,noun,a2,,,heroes,2108,"영웅, 주인공",英雄、ヒーロー,He is a [hero] in our company.,우리 회사의 영웅입니다.,彼は我が社の英雄です。,My dad is my [hero].,우리 아빠는 내 영웅이야.,父は私のヒーローです。
ox_02503,hers,pronoun,a2,,,,91425,그녀의 것,彼女のもの,The bag is [hers].,가방은 그녀의 것입니다.,そのバッグは彼女のものです。,I have [hers].,나 그녀의 것 가지고 있어.,私は彼女のものを持っています。
ox_02504,herself,pronoun,a2,,,,996,그녀 자신,彼女自身,She did it [herself].,그녀가 그것을 직접 했습니다.,彼女が自分自身でそれをやりました。,She lives by [herself].,혼자 살아.,彼女は一人で住んでいます。
ox_02505,hesitate,verb,b2,,,,2631,"주저하다, 망설이다",ためらう、躊躇する,Don't [hesitate] to call if you need help.,도움이 필요하면 주저하지 말고 전화하세요.,助けが必要なら、ためらわずに電話してください。,She [hesitated] before answering.,그녀는 대답하기 전에 망설였어.,彼女は答える前にためらいました。
ox_02506,hey,exclamation,a1,,,,90085,"이봐, 안녕",ねえ、やあ,"[Hey] John, help me.","이봐요 존, 저 좀 도와주세요.",ねえジョン、手伝ってください。,[Hey] there!,안녕!,やあ！
ox_02507,hi,exclamation,a1,,,,1826,안녕,やあ、こんにちは,"[Hi], how are you doing?","안녕, 어떻게 지내니?",やあ、元気？,[Hi] there!,안녕!,こんにちは！
ox_02508,hidden,adjective,b2,,,,90283,"숨겨진, 비밀의",隠された、秘密の,We found some [hidden] costs in the contract.,계약서에서 몇 가지 숨겨진 비용을 발견했습니다.,契約書にいくつかの隠れたコストが見つかりました。,The door was [hidden] behind a curtain.,문이 커튼 뒤에 숨겨져 있었어.,ドアはカーテンの後ろに隠れていました。
